Frame,Static 1,Static 2,Static 3,Static 4,Static 5,No Static 1,No Static 2,No Static 3,No Static 4,No Static 5
274,8.474401,5.55,10.0411,9.2559,5.7295,9.321,5.5826,5.55,5.5629,5.5596
275,6.457,10.3802,6.5469,5.5608,9.3234,5.565,11.077,9.973,5.5763,10.309
276,8.3532,5.5585,5.5626,5.5686,5.5943,5.5571,5.5722,5.6802,8.9829,5.5564
277,5.5615,5.55,17.1285,9.0662,9.6541,10.0533,5.5641,10.6959,5.5589,5.5559
278,5.5566,9.4881,5.607,5.5632,5.5687,5.55,11.1027,5.55,5.7771,11.004
279,9.473,5.5697,9.0957,5.565,5.55,5.5785,5.571,5.5704,9.9906,5.5619
280,5.8123,10.6378,5.5743,8.392799,10.2519,10.0626,5.55,10.3942,5.55,10.7797
281,5.5817,5.5593,10.4974,5.563,5.637,5.5606,16.6692,5.55,5.5765,5.559
282,9.8898,5.5803,5.7731,5.5668,5.5825,5.5601,5.55,5.5784,9.3964,5.5769
283,5.55,9.035,6.4681,8.2105,10.1511,9.1624,5.55,10.0967,5.5597,9.5487
284,5.56,6.091,9.5929,5.567,5.5887,6.5882,11.11,5.8961,5.55,5.55
285,9.6713,5.5727,5.5769,5.5795,5.5756,9.2528,5.55,5.5578,8.714,5.932
286,6.3756,10.657,10.7201,8.6733,9.9368,5.55,5.5722,10.2902,5.5609,9.710401
287,5.578,5.5688,6.4541,6.0296,5.8834,5.5718,5.55,6.6688,5.5701,6.2206
288,9.4785,5.5746,5.5804,6.6536,5.6398,9.217799,5.5642,9.4182,8.8344,6.2536
289,5.6763,10.2203,10.6257,8.7033,10.0642,5.5651,11.1173,6.2932,5.5602,9.066601
290,5.5841,6.415,5.55,5.966,5.5785,5.5747,5.55,5.5721,5.5719,5.5576
291,9.8967,9.5339,5.5808,5.5803,10.1259,9.3453,11.1126,9.4249,9.708301,11.1674
292,5.5682,5.5746,10.2204,9.648701,5.5623,6.0056,5.572,6.0386,6.0721,5.5675
293,9.560699,5.5593,5.5635,6.2457,5.5729,5.5799,5.55,5.5705,9.0325,5.5568
294,5.5645,9.6441,11.0751,5.5767,9.1958,10.4903,5.55,10.7122,5.5623,9.0938
295,5.5578,5.55,5.8334,9.9185,6.0209,5.5588,5.55,6.6837,5.5924,5.5631
296,10.1787,5.5636,5.5839,6.0714,5.5642,5.5676,11.0942,8.753901,9.1014,5.5648
297,5.55,10.0772,9.497701,5.5827,9.8626,9.292701,5.55,5.5631,5.55,9.91
298,5.55,6.0806,5.5562,9.6252,5.5601,5.5596,5.5626,5.5645,6.5176,5.5606
299,9.353,5.5717,5.5654,6.2412,5.5647,5.7817,11.1067,8.3658,9.821301,5.7263
300,5.58,9.6548,9.4568,9.2794,9.421801,8.913699,11.1349,5.9954,5.7646,10.5288
301,5.55,5.565,5.5624,5.5828,5.55,5.5687,5.55,6.215,5.5737,6.1996
302,10.3435,5.5611,5.55,6.1625,6.6962,5.5657,5.55,10.4905,10.4565,9.3727
303,6.4615,9.7464,10.032,9.4219,8.8921,8.8832,5.55,5.55,5.7965,5.9278
304,5.5878,6.1274,5.5658,5.5623,5.5841,5.5621,11.0893,5.5796,6.8157,5.5773
305,10.1542,10.16,5.7894,5.5675,10.6432,5.5622,5.5594,9.4566,9.061,10.6749
306,5.6131,5.55,10.7215,9.0679,5.5581,9.3243,5.5909,5.5662,5.7372,5.7659
307,10.1225,5.5615,6.0142,5.55,5.5773,5.5745,5.55,5.5659,11.001,5.5694
308,5.562,9.7276,10.0249,5.5684,9.6466,9.608,11.1371,8.4277,5.7088,10.4415
309,5.6525,5.5627,5.5656,9.470401,5.5673,5.9567,5.55,5.5588,5.8886,5.644
310,8.957601,5.56,5.5643,6.1455,5.8638,5.5653,11.0924,5.5669,10.9621,16.6822
311,5.5657,8.775001,9.5927,5.5766,8.670199,10.0603,5.55,9.0947,18.6929,5.593
312,5.5598,5.5565,5.5741,9.544399,5.5593,5.569,5.55,5.5634,5.55,9.1342
313,8.7587,5.6463,5.55,5.5598,5.5723,5.5623,5.55,5.5635,5.5737,5.55
314,5.55,9.4213,9.4961,5.5608,9.0234,9.2882,5.5636,8.6367,8.583,5.5697
315,5.5855,5.5666,5.5688,9.0563,5.5625,5.9638,5.55,5.561,6.01,9.1587
316,8.193399,5.5687,5.55,5.5608,5.5946,5.5787,11.0957,5.5562,5.5843,5.5622
317,5.5655,9.4703,9.8031,9.6405,9.4818,9.4002,5.5645,8.4835,10.1425,5.5663
318,5.5621,5.6154,5.5651,5.5599,5.9475,5.5633,5.565,5.5681,5.5642,9.7847
319,9.4283,6.4425,9.836699,5.55,5.7798,5.5666,11.0945,5.5586,10.1637,5.5634
320,5.5588,10.6398,5.5688,8.8991,10.0591,9.0323,5.5782,8.3552,5.55,5.5683
321,5.5686,5.6312,5.5652,5.5703,6.1995,5.563,5.55,5.9153,5.5771,8.979899
322,10.2687,10.2191,9.592199,5.5644,9.8262,5.5917,5.5625,6.1174,9.929001,5.5609
323,5.5646,5.5597,5.5662,9.123301,5.5668,8.7347,11.1073,10.1579,5.8233,5.5678
324,5.5804,6.1952,5.5685,6.0312,5.55,5.5573,5.55,8.6572,5.6006,9.104199
325,10.0196,9.6378,8.4234,7.1193,9.516299,5.5678,5.5592,7.0604,10.107,5.5595
326,5.7809,5.567,6.0073,9.7417,5.5677,8.2908,11.083,5.55,5.5626,5.55
327,6.1663,5.8104,6.1223,5.9072,5.8593,5.55,5.5674,5.5742,5.5664,9.3965
328,9.8439,22.2924,10.717,6.307,9.279901,5.5991,5.5733,8.7623,9.9157,5.5562
329,5.8914,5.5608,6.0743,10.391,5.55,8.7442,5.55,6.1332,5.5647,5.55
330,10.1429,8.5112,6.2864,6.1151,5.5696,5.5672,5.5617,5.9484,5.55,8.9482
331,5.55,6.424,9.7599,9.3497,9.1246,5.571,11.1113,10.0874,10.2637,5.564
332,5.5735,9.8638,5.5737,5.5645,5.5648,8.4362,5.5727,6.0839,6.1785,5.5638
333,8.713901,6.5826,10.1379,5.5727,5.5855,5.5678,11.1262,5.5629,8.9737,9.3965
334,5.5655,9.6852,5.5635,21.3021,9.1847,5.5611,5.55,10.3673,5.5626,6.4623
335,5.5654,5.8331,5.5725,5.5705,5.55,8.970599,5.55,5.5599,5.5757,9.0597
336,8.4941,5.5806,9.802401,8.3318,5.5625,5.5573,5.55,5.5629,8.3602,5.55
337,17.1065,10.5475,5.5566,5.5683,16.249,5.5689,5.55,9.1137,5.9449,5.5719
338,5.5651,5.5889,5.5716,10.321,5.5795,16.0133,11.0716,5.5609,5.864,16.674
339,8.389,9.5826,10.6603,6.2118,7.6381,5.5813,5.5586,9.7929,10.2755,5.55
340,5.5592,5.5596,5.8114,5.5793,5.5714,8.0979,5.55,5.55,5.55,8.3328
341,10.1477,6.1302,5.5889,9.6188,5.5602,5.5591,11.1131,5.5731,6.175,5.5578
342,5.5704,9.2059,10.2463,6.7804,9.364901,5.5683,5.5623,10.3746,9.2185,5.8948
343,9.865701,5.8286,6.4385,8.2844,5.7056,9.9785,5.55,5.8772,5.5583,8.2242
344,5.5685,5.5776,9.0225,5.5619,5.566,5.55,11.1441,6.7636,5.5804,5.5606
345,5.7359,11.0346,5.5629,5.55,9.6178,6.314,5.55,9.778001,9.8453,5.5634
346,9.4764,5.5577,5.5593,8.5388,6.2526,9.9535,5.5561,5.5686,5.9657,8.8675
347,5.5718,5.5605,9.0626,6.093,5.7836,5.5648,11.1211,5.55,5.5663,5.5659
348,5.5648,9.8039,5.6508,6.5592,10.5568,10.801,5.55,9.6484,10.1746,5.5661
349,9.6902,5.5683,6.1764,9.7169,5.6514,5.5644,5.55,6.3314,5.5622,8.8641
350,5.5766,10.1136,10.2358,5.5646,10.3187,5.7375,5.55,8.5273,10.4227,5.5684
351,9.7022,5.5582,5.55,5.5557,5.5639,10.0839,5.55,5.5635,5.5703,5.5603
352,5.562,5.5794,5.5583,8.1845,5.5604,5.557,5.586,5.6382,5.5592,8.769899
353,5.5565,9.6173,10.0044,5.5715,10.1195,5.5665,11.0926,10.1231,8.8246,5.5642
354,9.0296,5.55,5.5572,5.5887,5.6543,9.0284,11.0915,6.2301,5.5612,5.5565
355,5.5621,5.5763,5.5669,9.5028,6.2451,5.566,11.1306,5.5659,5.55,9.722401
356,5.5613,10.9008,9.0804,5.5675,9.2668,5.55,5.55,9.866699,9.4286,5.5611
357,9.738,5.55,5.5602,5.5607,5.5753,8.4772,5.55,6.2427,5.8488,5.55
358,5.5563,5.9722,6.2797,9.314,9.5779,5.55,5.55,6.6238,5.6597,9.1524
359,6.1833,10.2755,7.9953,5.5639,5.5633,5.754,5.5624,9.4625,10.0844,5.565
360,9.4115,6.985,5.5646,5.5736,5.5635,10.4221,5.55,6.7273,5.7015,5.5618
361,5.5664,9.304501,5.5633,8.8422,9.713901,6.2444,11.104,8.9078,5.5728,8.6735
362,5.56,5.5688,9.8151,5.5721,5.837,9.9662,5.55,5.5578,10.7007,5.7973
363,8.8228,5.5634,5.5716,5.6742,5.5865,5.55,11.1275,5.6084,5.5614,5.5755
364,5.7801,9.5674,9.9425,9.801801,10.0831,5.5809,5.55,9.633,9.966599,16.1189
365,6.0585,5.5691,5.5646,5.55,5.55,8.772901,5.55,5.5642,5.5695,5.5637
366,9.9257,6.1165,5.5559,5.9358,5.5816,5.5653,11.1545,5.5623,5.55,9.1381
367,6.0688,9.526199,8.980801,8.7957,10.6231,5.5661,5.55,8.3801,9.3954,5.5613
368,5.5751,5.5575,5.5661,5.5605,5.5968,9.6533,5.55,5.5629,5.55,10.5136
369,9.8544,5.5635,5.562,6.386,9.6934,5.5563,5.55,5.7657,5.5629,5.5583
370,5.5832,9.7604,9.6411,8.598,5.5658,6.3422,5.55,9.147301,8.7661,5.55
371,9.7711,5.574,6.0254,6.0583,5.6451,9.3617,5.5563,5.55,5.55,10.232
372,5.55,5.55,5.5782,5.5706,10.487,5.9559,11.0825,5.5639,5.55,5.5718
373,5.5559,9.3198,10.401,9.992101,5.55,6.8398,11.1673,9.347899,9.8061,5.55
374,10.3396,5.9774,6.11,5.5637,6.5337,9.754399,5.55,6.1048,5.5622,8.938601
375,5.5583,5.8891,5.5771,10.8129,9.775,7.1676,5.55,5.5675,6.0545,6.1748
376,5.5571,10.3317,10.1691,5.7341,5.7862,9.631801,11.0825,9.920899,9.7431,5.5781
377,8.0454,5.5665,5.5694,5.5855,5.5845,5.5683,5.5945,5.5624,6.2685,22.823
378,5.5743,10.179,9.5121,10.1603,9.9212,5.55,5.55,5.9577,5.9227,5.565
379,5.55,5.5571,5.56,5.55,5.9426,8.810699,5.55,9.4956,10.0625,8.6682
380,8.6523,5.5657,5.5823,5.8815,10.4786,5.5629,5.55,5.5652,5.5686,5.5765
381,5.567,8.7173,9.3098,9.1649,5.6725,5.5683,5.55,5.5729,10.8142,10.6074
382,5.5567,5.567,5.5655,5.564,6.421,21.068,11.0818,8.5402,5.8877,5.5741
383,8.9881,5.5563,5.5581,5.565,17.2152,5.55,5.55,5.5668,6.1826,9.35
384,17.0346,16.7538,16.743,9.9354,5.6169,7.9737,5.5812,5.55,9.2244,5.5699
385,5.5665,5.5894,5.6059,6.623,10.6434,5.5691,5.55,10.2779,5.56,5.5704
386,8.3335,10.5128,10.3392,8.5832,6.2809,10.0081,5.55,5.55,5.5773,9.5686
387,5.5765,6.5706,5.5954,5.8071,9.0268,5.55,5.5588,11.0086,9.3352,5.9688
388,9.2313,9.5547,9.786901,6.2757,5.5653,5.5649,11.1231,6.0906,5.5597,5.576
389,5.7566,5.5586,6.1243,10.4307,5.5804,9.0975,5.55,5.5575,9.7289,9.9056
390,17.1572,5.5574,5.5727,5.5598,10.087,5.5744,5.5699,16.9596,5.5562,6.2146
391,5.5925,9.9923,10.9538,5.5665,5.55,5.55,16.6587,5.6002,5.5639,5.5652
392,10.768,5.5649,5.5629,8.7442,5.5747,10.5974,5.55,11.2066,9.2795,17.0261
393,5.55,5.55,5.55,5.5641,10.2487,5.5616,5.5689,6.7874,5.5587,5.5939
394,10.8134,9.4762,9.942599,5.5651,5.5705,9.7439,11.0949,9.8875,5.5581,10.9143
395,5.5629,5.5596,5.5684,8.2489,9.8563,5.5602,5.55,5.7571,8.5492,5.563
396,5.576,5.55,5.55,5.5616,5.5694,5.5641,5.55,6.8018,5.572,9.7247
397,8.623699,10.0691,9.4061,5.7847,5.6228,16.8196,16.6783,9.756901,5.575,6.5168
398,5.5622,6.6047,6.2886,8.031,9.6494,5.6275,17.6027,5.5629,16.6268,9.2273
399,5.5567,9.5109,5.5784,6.1765,5.8417,9.822701,5.55,10.0527,5.6015,5.5602
400,8.5636,6.1175,10.0652,5.5794,6.5426,5.5632,9.3032,5.55,10.7062,5.55
401,5.563,5.5745,6.5609,9.6437,9.1882,5.5655,18.1331,6.1816,6.0979,8.598
402,5.57,10.0861,9.600699,5.5603,5.5587,8.8584,5.5686,8.8815,5.5721,5.5633
403,9.1973,5.5635,5.8845,5.5593,5.5732,5.55,8.0434,5.5603,9.808001,5.5829
404,5.5584,5.5609,5.5616,16.0473,10.0988,5.583,5.5874,5.5722,5.574,9.4864
405,5.6118,10.3481,9.899,5.5721,5.5628,8.4636,10.7837,16.8555,9.7959,5.5609
406,9.2605,5.55,5.568,10.3111,5.6208,5.5647,6.6307,5.5805,5.5657,5.5864
407,5.5685,5.5827,5.55,5.568,9.329499,5.58,8.9575,8.138399,5.5598,8.634399
408,5.55,10.5534,11.2344,9.7073,5.5654,9.5543,5.55,5.5661,8.838599,5.5589
409,9.660501,5.5617,6.033,5.9435,5.5625,5.5587,5.9122,5.5592,5.5807,5.5711
410,5.55,10.1138,9.533,6.2979,8.7326,5.5779,10.2369,9.8118,5.55,8.9961
411,5.5741,5.5563,5.5705,9.575399,5.5641,8.9322,5.5566,6.7392,9.2933,5.55
412,9.994801,5.5774,5.55,5.7107,5.55,6.0305,5.5635,9.0396,6.2125,5.556
413,6.0012,9.422999,9.4305,5.5654,9.4902,5.5677,10.222,5.5692,6.6608,10.0992
414,9.9367,5.5629,17.3331,9.9285,5.9504,10.0358,5.5614,5.8854,9.1648,5.55
415,5.5638,6.2734,5.5604,5.5617,9.707701,5.5627,5.6139,8.9467,5.5584,5.5731
416,5.7962,8.6151,9.108001,5.5578,5.5687,9.0807,9.3547,5.5647,5.6631,9.5449
417,9.3198,5.5684,10.902,9.5963,5.5558,5.55,5.5601,5.5655,8.481601,5.55
418,5.55,5.5673,5.569,5.5661,9.406301,5.55,5.8122,9.4502,5.5626,5.55
419,5.5654,10.2152,10.1417,10.048,5.5588,9.755301,9.3182,5.571,5.5854,9.365
420,8.3443,5.5566,5.5567,5.55,5.9316,5.5556,6.5012,5.55,9.5675,5.55
421,6.1765,5.5929,5.5586,5.5597,9.7003,5.5762,9.3319,8.149899,5.5621,5.565
422,5.59,9.6675,8.8981,9.0718,5.5649,9.7261,5.9208,6.3505,5.5654,9.4873
423,10.1518,6.3965,5.5653,6.0139,5.5596,5.5588,5.5751,5.5798,9.4684,5.8575
424,5.5687,9.7578,5.5701,5.8646,9.1864,5.8318,10.2744,10.3312,5.9292,6.8327
425,5.5807,5.7228,9.7128,9.9295,5.5594,9.197801,5.5631,5.55,6.7651,9.7227
426,9.0226,5.5731,5.55,5.5638,5.5626,5.567,5.5627,6.0979,8.727201,5.5613
427,5.559,10.418,5.5705,5.5753,9.4401,5.5636,9.2258,10.321,5.5781,10.5933
428,5.5801,5.55,10.1054,8.4117,5.55,8.6143,5.5562,5.55,9.9554,5.5628
429,8.8785,5.5736,5.5597,5.55,6.3106,5.5595,5.55,10.0813,5.5585,5.5592
430,5.5674,9.6028,5.5618,5.5667,9.5074,6.0464,9.8216,5.5589,5.5698,8.3265
431,5.5615,5.5622,10.665,8.2853,5.5567,10.0735,5.55,5.5676,8.6201,5.6396
432,8.0165,5.55,6.279,6.0457,5.5705,5.6121,6.1526,8.4466,5.5722,5.574
433,5.5647,10.8115,9.3436,5.573,9.2909,6.2184,8.5205,6.4579,5.5681,9.4242
434,5.5625,5.5741,5.5621,9.9767,5.5764,10.0469,6.2589,5.8784,8.6317,5.5581
435,9.7313,10.2051,5.55,5.5624,9.907901,5.5742,5.5667,9.7247,5.5671,5.5762
436,6.533,6.2216,10.0913,5.5862,5.5718,10.7486,16.3333,5.9647,5.5753,8.6942
437,5.5725,5.748,5.55,8.905399,5.55,5.55,5.5975,6.3902,9.048201,5.9475
438,9.471,10.3675,5.5652,5.55,9.545,6.5247,8.732699,9.785999,6.0516,6.381
439,5.5578,5.5687,11.4059,5.55,5.5644,9.689199,6.5967,6.1555,6.3106,8.5376
440,5.5605,5.5642,5.5627,9.2444,5.6537,5.8558,9.1211,10.342,9.1742,6.0967
441,9.4206,9.739499,5.55,5.55,9.6127,5.6424,5.5631,5.563,5.5761,5.5769
442,6.679,6.1319,9.4919,6.2033,6.0421,10.5773,5.5634,5.55,5.55,10.4254
443,9.183701,10.0277,6.1358,9.6832,5.563,6.4271,8.502399,9.6132,9.5152,7.2496
444,5.5625,5.5726,9.599501,5.55,10.6548,9.5207,5.5648,5.5586,5.5666,8.815
445,5.5797,5.55,5.558,9.4355,5.5646,5.5669,5.5647,5.5671,5.8027,5.5637
446,9.9541,9.372499,5.5646,5.5642,5.7584,5.5729,9.141,10.1964,8.849601,5.6914
447,5.5592,5.5745,8.9322,5.5646,9.6278,8.7537,5.5613,5.5572,5.571,9.2449
448,5.5699,5.55,5.8247,9.098701,5.5629,5.6343,5.971,5.571,5.5661,5.5663
449,9.1663,9.176701,5.5693,5.5591,10.5832,6.3005,9.3381,9.3093,8.1473,5.55
450,5.5628,5.5577,10.4981,5.5806,5.7153,9.6431,5.5714,5.5586,5.5632,8.3206
451,5.5589,5.6873,5.7819,9.1921,5.5766,6.2525,5.9774,5.55,16.8788,5.5703
452,9.600301,10.1931,5.5594,6.0039,9.399301,5.5751,9.795,9.7979,5.5799,5.5713
453,5.55,5.5617,10.5814,5.5683,5.5647,10.1479,5.5618,6.2347,9.170199,9.597
454,5.5635,5.55,5.5588,10.2116,6.4111,6.058,5.7331,9.6468,5.55,5.8843
455,10.1316,9.9698,5.55,5.5659,8.686999,9.025599,9.148499,5.5642,5.5759,6.1949
456,5.9446,5.55,10.5042,5.5614,5.5693,5.55,6.0017,5.5628,10.728,9.6951
457,5.5716,5.5597,6.2533,8.0418,5.5607,5.8688,9.8132,8.8176,5.5665,5.5618
458,9.7876,10.3739,9.3033,5.9073,9.7841,10.3007,5.6609,6.2598,5.5739,5.55
459,5.5747,5.55,6.0915,5.5707,5.5655,5.55,5.5745,5.5802,8.97,9.5941
460,9.5149,10.2819,5.6887,10.7141,5.5626,5.5772,10.0815,9.8728,5.9683,5.5574
461,5.5616,5.5916,11.1786,5.5678,8.9341,9.1887,5.7432,5.5635,6.5194,5.9757
462,5.5571,5.55,5.5642,5.5574,5.5568,5.55,5.6701,6.5491,9.768101,10.2695
463,9.0792,10.4511,10.437,9.6285,6.091,5.5751,10.4291,8.55,5.5694,5.5698
464,5.559,18.0412,6.0082,5.5581,9.5988,10.5235,5.566,5.5635,5.55,10.0096
465,5.5636,5.5864,7.3077,5.5702,5.6562,5.55,5.5695,5.55,9.368999,5.7824
466,10.2348,9.9958,10.4935,10.4923,10.759,10.1142,9.1584,9.7185,6.036,5.5757
467,5.55,11.2458,5.5663,5.55,5.55,5.5637,5.5652,5.55,9.9662,10.8228
468,5.5816,5.5734,6.0819,10.0198,5.5571,5.55,5.5587,6.2501,5.5629,5.5585
469,9.9318,10.0061,9.4275,5.5675,10.9771,8.5703,8.401099,10.6196,5.5668,5.5638
470,5.8823,5.55,5.55,5.55,5.55,5.5629,5.5688,5.5674,9.7128,9.1337
471,5.7269,5.5634,10.9872,9.412,5.909,5.561,5.55,10.861,5.5669,5.55
472,10.5814,11.0818,5.5923,5.5673,9.6512,9.223001,9.7016,5.565,5.5667,5.5729
473,5.55,5.55,5.55,5.5644,5.9852,5.5583,5.5646,6.7782,9.626699,11.318
474,10.0808,11.117,11.0218,7.7882,5.8519,6.1718,5.5883,9.551901,5.571,6.6463
475,5.5767,5.7284,5.55,6.2307,17.0765,7.815,8.729199,6.2518,5.55,10.0254
476,18.6978,5.5584,5.5724,5.5631,5.5668,5.5573,6.1773,10.8053,8.1873,5.5646
477,5.573,10.1257,9.8404,21.9534,9.1921,5.5589,6.6396,5.5635,5.55,5.55
478,8.889899,5.8513,5.567,5.5905,5.5614,9.695,9.7944,6.3088,5.9422,10.6676
479,5.5568,6.0859,9.946401,9.415401,11.0522,5.8959,5.576,10.2442,9.3594,7.4674
480,5.5738,10.7458,6.1274,6.4864,5.5649,7.3441,10.0603,5.5605,6.1505,9.8914
481,9.8442,5.5706,6.0145,9.258801,10.5687,9.9832,5.5619,5.7163,5.5699,6.244
482,5.5603,10.4622,11.4947,6.767,5.55,5.5571,5.5637,9.6839,10.663,5.55
483,5.5621,5.5568,5.9171,9.480499,5.5772,6.2613,9.2589,5.557,6.5148,10.4035
484,9.783299,5.5586,5.55,5.5805,9.5441,10.55,5.5694,10.4184,9.5212,6.0873
485,5.5574,9.525001,10.7053,5.55,6.3478,5.8237,5.5564,5.55,5.5599,10.9502
486,5.5619,5.5571,6.3187,10.9552,6.4468,10.3136,9.1754,5.927,5.55,6.0019
487,9.9636,6.0733,10.74,5.55,9.592199,5.5581,5.5638,10.3712,10.3438,5.5744
488,5.5557,10.1883,6.1278,6.6146,5.9855,5.9414,5.5822,5.5582,5.55,10.8823
489,5.55,6.6043,5.5628,9.4855,6.7062,11.0149,8.650001,6.1791,6.1985,6.6512
490,9.693001,9.7573,17.3901,5.55,9.6047,6.33,5.5561,10.2242,9.8278,5.5608
491,5.55,5.5962,5.5786,9.7976,5.5642,9.6732,5.5657,5.55,5.5572,10.4261
492,5.5636,5.55,8.8141,5.5573,10.1027,6.1225,9.666101,5.5695,5.5587,6.0498
493,9.558499,10.3055,6.044,6.2844,5.9798,6.0243,5.6382,9.994699,9.7826,11.0626
494,5.55,5.5565,10.6636,9.433801,5.5824,9.7192,6.351,5.5627,5.55,5.6661
495,5.55,5.5584,5.5575,5.5617,10.0305,5.5584,9.3428,10.9226,11.2609,6.0595
496,16.3165,10.5002,5.5789,5.6866,5.5589,5.55,6.379,5.5655,5.5578,10.0182
497,5.5557,5.5564,9.863,10.2781,5.5797,9.4465,9.4677,6.2925,5.7444,5.5832
498,8.2094,5.5646,5.7487,5.55,9.4166,5.9066,5.5649,9.756599,10.3953,10.6863
499,6.4703,11.1756,10.7774,5.5719,5.6847,5.5565,5.5595,5.5607,5.5569,5.7131
500,9.9539,6.0933,5.5591,9.835501,5.5601,10.3435,9.6654,6.3468,5.5587,6.5458
501,6.1075,8.7968,5.5782,5.5726,9.6192,5.5701,6.1164,8.619201,10.1039,10.8554
502,5.559,6.4182,17.465,10.9956,6.068,10.223,18.8691,5.5575,5.5579,6.3169
503,10.3524,7.6212,5.5622,5.5579,10.3929,5.5632,5.5651,5.562,5.56,10.3387
504,5.9305,9.4571,8.6992,5.568,5.55,5.55,8.8757,9.4908,10.2885,5.5675
505,6.1131,5.5596,5.5708,9.6558,5.5661,9.112499,6.1938,5.5598,5.5567,6.3176
506,10.1034,10.9102,5.55,5.5557,16.8626,5.5627,6.5702,16.9221,10.8696,9.690901
507,5.5751,5.8493,9.1931,5.5586,5.5702,5.5623,9.977799,5.563,5.5628,5.686
508,9.8651,5.5689,5.55,10.1107,9.9013,10.6792,6.4333,9.146501,5.5669,5.5573
509,6.0087,10.2866,5.6434,5.8711,6.3609,5.55,5.5772,5.55,9.940801,10.9316
510,6.217,5.55,9.8219,5.7865,9.9039,5.55,10.1329,5.5626,6.2943,6.5611
511,8.8879,6.2184,6.3581,10.837,5.55,10.1448,5.5627,10.1159,5.9754,22.1696
512,6.3676,10.2838,9.342,6.0622,5.5676,6.0019,10.2509,6.8751,10.0412,5.5668
513,7.2591,5.5664,5.55,17.0396,10.0042,6.8928,6.0659,5.5655,5.5739,9.146
514,8.8615,9.527101,5.7703,5.5571,5.5584,9.581901,5.5809,9.6616,10.2974,6.3833
515,5.5627,5.5559,9.6736,8.9275,5.953,6.2784,9.847199,6.2996,5.5598,9.5237
516,16.5936,5.5628,5.5559,5.565,8.904,10.1682,5.5644,9.9169,5.5593,8.052401
517,5.5613,9.4264,5.5566,5.5562,5.5611,5.5709,6.6131,5.55,10.4097,8.4127
518,8.7264,5.5631,9.544399,11.0258,5.5638,5.6495,8.4505,6.5485,5.55,5.5589
519,5.55,5.5604,5.5566,5.5726,8.9673,22.4047,5.5715,9.718,6.3837,6.2085
520,5.5692,9.9297,5.7183,10.521,5.5564,5.5636,5.55,5.55,10.1084,9.441
521,9.9623,6.0341,10.2087,7.1715,6.0985,9.8947,9.3474,5.5638,6.464,5.55
522,5.5567,5.7515,5.55,5.6377,8.856999,5.5658,5.5573,9.6664,8.2105,5.5675
523,5.5692,11.0384,5.5704,10.2845,5.5648,12.3291,5.557,5.8485,5.566,8.9383
524,10.0847,5.5608,9.4288,5.5558,5.55,5.559,9.5761,6.3706,5.55,6.3648
525,5.558,10.4242,5.9046,11.1124,10.0907,10.0656,5.5786,10.1153,10.642,6.2264
526,5.5646,5.5631,10.3046,5.55,5.55,6.0194,9.6237,5.55,5.55,9.839
527,10.206,5.6743,5.5567,5.5596,5.5622,10.2879,5.5575,10.0005,5.9557,5.5657
528,6.6523,10.4212,5.5682,9.466599,9.936501,5.5592,5.6123,5.55,10.7508,10.5874
529,9.846,5.55,9.7058,5.55,5.8691,5.55,9.3841,5.5659,6.0388,5.5617
530,5.55,5.55,5.55,5.5725,10.467,9.0905,5.5677,10.9829,6.4545,5.5561
531,5.5625,9.9445,5.5654,9.5005,6.0528,5.55,5.557,5.5939,9.5871,8.8727
532,10.262,5.5573,9.6014,5.55,5.8599,5.993,8.4168,6.2063,5.8081,5.55
533,5.5609,5.5576,5.5796,5.8011,10.3114,10.0669,5.5623,10.3149,10.1924,5.5625
534,6.2531,10.2137,6.6139,9.9441,5.55,5.5562,5.876,5.55,5.7103,10.0034
535,9.2537,5.559,10.4451,5.55,5.573,5.5648,7.5887,10.6239,6.5431,5.55
536,5.9211,11.3203,5.6199,6.5066,10.2523,9.1662,5.5705,5.6687,9.5847,6.6502
537,5.5611,5.55,11.2421,9.036201,6.8661,5.55,5.8365,5.7724,6.2525,11.17
538,9.7641,5.5655,6.2921,5.5631,9.4468,5.5804,9.3358,10.7808,5.5617,6.555
539,6.415,9.8899,5.5572,10.8458,5.5605,9.302199,5.5654,6.876,11.1857,9.346
540,9.5716,5.55,10.5777,5.6174,5.5647,6.0549,5.55,10.655,5.9244,5.55
541,5.5591,5.5694,5.5585,5.5716,9.6419,9.842299,9.0863,5.5577,9.4763,5.8607
542,5.5564,9.9851,5.5675,10.4532,5.55,5.55,5.5643,19.205,5.55,9.8389
543,8.6276,5.6726,9.701799,5.5561,5.5619,5.5629,5.5854,5.558,5.561,5.8042
544,5.5632,5.9528,5.5713,5.5643,9.8398,9.9868,8.3877,8.853601,10.1463,5.799
545,5.5765,11.0304,16.6588,8.5331,5.55,5.9461,5.5637,5.5609,5.55,17.2223
546,10.6256,5.764,5.5619,5.5622,5.5643,6.9863,5.594,5.5669,5.5752,5.5628
547,5.55,10.3387,9.4104,5.566,9.5395,9.3099,9.1958,9.674,8.6869,9.643
548,5.5801,5.55,5.55,8.9405,5.5567,5.5627,6.0146,5.5594,5.55,5.5566
549,9.6256,5.5637,5.5734,5.55,5.6413,5.5641,7.1622,5.5644,5.55,10.0307
550,6.0643,10.719,9.7407,6.6423,9.2627,9.7401,8.6398,9.4877,9.6518,6.1995
551,5.5605,5.55,5.9989,9.6429,5.55,7.528,5.55,5.55,5.5623,5.5649
