Frame,Static 1,Static 2,Static 3,Static 4,Static 5,No Static 1,No Static 2,No Static 3,No Static 4,No Static 5
1875,6.012,6.4401,5.5605,5.5689,5.5574,5.5679,5.5647,5.55,6.2566,5.5638
1876,5.5642,9.8396,5.5703,10.0542,8.936701,5.55,8.9282,16.8688,9.776899,5.564
1877,17.1633,5.5659,9.3024,5.5666,5.5651,9.489599,5.5652,5.5746,6.4691,8.4056
1878,5.5656,5.5731,5.5692,5.8137,5.5597,5.5582,5.5784,8.447599,5.55,5.5639
1879,8.006599,9.6458,5.557,9.7703,9.0643,6.4597,10.2904,5.5576,10.3515,5.55
1880,5.5814,5.5572,9.5634,6.7433,6.3152,8.502701,6.5575,5.5796,5.5605,10.1887
1881,10.1429,5.8528,5.55,9.3478,5.55,5.55,9.654301,9.7536,5.5694,5.5666
1882,5.5566,9.72,10.7623,5.8811,10.3363,5.5634,6.0494,5.557,9.2913,5.5682
1883,5.7529,5.5676,6.2966,6.3459,5.55,9.436,5.5817,5.5775,6.1544,8.998899
1884,9.3033,5.55,5.6637,9.4697,5.5766,5.55,10.7189,9.493,5.9269,5.5639
1885,5.5696,9.5442,11.3898,5.55,9.2402,5.5584,5.9723,6.3462,16.825,5.55
1886,5.5597,5.561,6.0561,5.5619,5.5561,9.4908,6.315,6.7036,5.5994,9.8017
1887,9.0871,5.55,10.068,9.626201,6.1046,5.557,10.4038,9.625,7.8188,5.6696
1888,6.316,9.2645,5.5633,5.5611,10.2942,5.9104,5.5686,5.5726,5.5798,5.5662
1889,5.5866,6.3272,5.5562,5.5762,5.55,9.4299,10.3677,9.991199,9.5469,16.2883
1890,9.616199,5.5576,9.4571,8.5728,10.3178,6.0376,5.5829,6.0255,5.9497,5.5707
1891,5.558,10.7364,5.5662,5.5652,5.5578,9.1664,5.5941,5.574,6.5045,8.3723
1892,5.5621,6.1745,5.559,5.5681,6.2094,5.5621,16.9937,10.1821,9.2416,5.55
1893,9.0032,10.1972,9.725101,9.126,9.5985,5.55,5.5809,5.73,5.5577,5.5756
1894,5.7027,5.55,5.5651,5.8131,6.2431,9.203099,9.2042,6.7705,5.5688,10.5453
1895,5.5649,6.451,5.5644,5.5647,6.167,5.55,5.5669,8.4308,8.4123,5.8739
1896,10.5782,10.01,10.0914,10.0795,10.6883,5.5828,9.516,5.5722,5.576,10.4545
1897,6.1925,5.5648,5.556,5.5802,5.8639,8.724999,5.575,10.327,5.55,5.5637
1898,9.3755,10.0946,5.5686,10.2564,10.0361,5.9721,5.5784,5.576,9.6127,6.0997
1899,6.0267,5.5653,10.0629,5.5624,6.1805,6.1207,8.9563,5.55,5.55,9.6046
1900,5.5732,5.5615,17.4177,5.5674,5.558,9.7978,5.6066,9.4337,5.5685,5.5602
1901,10.0196,10.6064,5.55,8.508301,10.578,6.144,6.858,5.5673,10.4569,5.5586
1902,6.0504,5.5577,5.5641,5.5685,5.5697,5.5706,10.0988,5.5791,5.5669,9.1905
1903,5.5769,5.5728,8.3011,5.5755,6.5488,10.5359,5.5733,8.7637,11.0317,5.5634
1904,9.637099,9.717601,5.5659,8.8438,8.7364,5.5725,5.55,6.338,5.55,5.5714
1905,5.5693,5.5719,5.55,5.55,5.5816,11.2849,10.2575,5.5874,5.5727,10.2044
1906,5.686,5.55,9.546499,5.5762,10.3615,5.6036,6.1922,10.317,9.2986,5.5776
1907,9.1717,10.0033,5.5609,9.6877,5.5986,6.3941,9.896099,6.3514,5.5636,10.2768
1908,5.5659,5.5621,5.55,5.5896,5.5692,9.5172,5.8769,5.55,5.5641,5.8587
1909,5.5599,5.55,10.3749,6.0193,9.8002,5.5649,5.5872,16.5685,9.772599,7.3259
1910,8.9069,9.5541,5.5633,9.373,5.5695,5.8609,10.3792,5.5987,5.5589,7.9477
1911,5.5581,5.5694,5.55,5.5607,5.5722,9.2942,5.5789,8.6325,5.6637,5.5975
1912,5.5721,9.8492,9.7064,5.5749,8.8408,5.5664,5.5602,6.2357,9.6981,5.55
1913,9.857599,6.0252,5.5743,9.003699,5.55,5.6185,9.3777,9.913,5.5788,9.4286
1914,7.0555,5.5572,10.4281,5.5666,5.5783,9.6552,5.8722,6.5128,6.039,5.5638
1915,9.719501,9.881,5.5631,5.5638,9.1434,5.8005,6.8574,5.5726,9.385201,5.5582
1916,5.7183,6.0449,6.4777,8.7361,6.3187,7.0083,11.0069,9.8141,6.0075,9.1032
1917,5.5841,6.0377,8.4152,5.5697,5.571,10.5749,5.9467,5.55,10.4169,5.787
1918,9.8188,10.7497,5.5667,5.5566,16.2979,6.0157,10.551,10.7259,5.55,6.6926
1919,5.5633,5.568,5.7294,8.815599,5.6007,9.7162,5.5695,5.8265,5.6001,9.3271
1920,5.568,16.6054,9.5727,5.5668,8.1264,5.55,6.0571,5.5744,9.8948,5.55
1921,8.2665,5.5985,5.55,5.5608,5.5617,5.9095,9.6616,9.9612,5.5649,16.6278
1922,5.5682,8.3261,5.5727,8.8987,5.5573,10.0899,5.5788,5.5641,5.5639,5.5748
1923,5.5649,5.5666,10.1275,5.5645,9.9582,5.5761,9.8754,5.55,9.624,8.326799
1924,9.1852,5.5707,5.8011,5.5616,6.1971,10.5135,5.5731,9.8671,5.6038,6.2721
1925,5.5684,9.4211,5.9349,9.5074,10.1721,5.6557,5.5654,5.55,5.55,5.5729
1926,6.9302,6.1335,9.7999,5.5568,5.55,5.55,9.058499,6.1524,9.212199,10.2074
1927,9.2908,6.2429,5.5767,5.579,6.2696,10.8364,5.5751,10.5542,5.55,5.7392
1928,5.569,10.313,10.3312,8.5493,9.956301,5.6673,5.5652,5.5679,5.5641,5.9029
1929,10.3318,6.0885,5.57,5.5732,5.55,6.8998,9.2776,9.8204,9.3468,9.711
1930,6.02,5.557,5.55,5.55,6.3237,9.2079,5.5659,5.7104,5.55,5.9762
1931,5.5717,10.5974,10.0876,9.327701,9.889,6.0757,5.5669,5.9612,6.1989,5.5719
1932,9.600301,6.7767,5.566,5.5639,5.55,10.5218,9.934,10.5311,10.0996,9.8913
1933,5.5605,10.2845,5.5645,5.5588,10.5364,5.561,5.5686,5.55,17.5696,5.5746
1934,5.5609,6.2929,9.796,9.9072,5.5713,5.5726,5.5751,5.5792,5.55,10.0764
1935,8.6984,5.9169,5.5604,5.5623,5.55,10.4561,9.3072,9.5928,5.5752,6.0539
1936,5.5633,10.2174,5.8065,5.9836,9.4804,5.5649,5.5761,5.5826,8.5117,6.4657
1937,5.5695,5.5594,10.0072,9.4558,6.3154,5.5629,5.5671,5.55,5.5656,9.3542
1938,9.504601,10.2504,6.1768,5.5713,6.4983,9.5247,9.085199,9.844001,5.5684,5.5613
1939,5.5623,6.2541,5.5643,9.6188,22.4029,5.557,5.5725,5.578,9.5621,5.5654
1940,5.5683,5.5639,9.964499,5.559,5.5616,5.7828,5.7255,10.6036,6.0476,9.1701
1941,8.7578,10.3569,6.4872,5.5624,9.117,9.285501,9.065801,6.1186,5.5634,5.5635
1942,6.0645,5.5578,10.2118,9.7289,8.228001,5.5659,5.576,6.4827,9.5708,5.5961
1943,5.5773,5.55,5.55,5.5562,10.4889,5.55,5.7615,10.071,5.5693,8.9124
1944,10.5664,10.2656,5.5702,5.5647,5.5653,9.1721,9.864901,6.6056,9.4629,5.5679
1945,6.0043,5.5732,9.697,9.5251,10.3581,6.3798,5.55,5.5617,5.5596,5.6562
1946,6.1859,9.468699,5.55,6.3363,5.58,10.0579,5.5651,9.8869,5.5657,9.5067
1947,9.2626,5.5636,5.5737,6.3077,9.8441,5.5656,9.1844,6.2621,9.7223,5.5638
1948,6.3889,5.55,9.738,10.404,6.1621,5.586,5.5813,9.5715,5.55,5.5612
1949,9.3317,9.622399,5.5659,5.5557,6.0442,9.583,10.9203,5.5588,5.562,9.6887
1950,5.8919,6.2786,5.5743,5.8151,9.959599,5.55,5.5658,5.789,9.6474,5.5747
1951,5.5785,6.2745,9.3125,9.263801,6.0357,5.5769,5.5609,9.1835,6.3277,10.2696
1952,9.438,9.76,6.6921,6.2304,6.3247,9.48,10.4195,5.5634,6.0934,5.5663
1953,6.057,6.0143,9.3512,9.546,9.9361,5.6425,5.5778,5.5865,9.5212,5.5779
1954,5.8074,5.55,5.5675,5.562,6.1168,6.0716,5.5563,9.6867,6.4994,8.8398
1955,11.0808,10.4699,5.55,5.5617,10.2372,10.8459,9.4431,5.55,5.5655,5.5663
1956,6.524,5.568,9.353499,9.2352,5.5702,5.5655,5.574,5.5726,10.2788,5.5569
1957,9.548201,9.7024,5.563,5.5654,5.5813,10.2554,5.5573,9.8807,5.5759,9.0682
1958,5.5632,5.5641,5.5637,5.559,8.8951,5.5631,9.4797,6.1436,10.0847,5.5627
1959,5.5666,5.5585,9.333799,8.8099,5.5678,5.5735,5.5752,6.9588,5.5824,5.5581
1960,8.815101,10.3755,5.5587,5.5633,5.5672,8.7131,5.9802,10.0691,5.55,8.2945
1961,5.5578,5.5646,5.564,5.5832,8.489799,5.5602,8.4847,5.5861,9.5774,5.5647
1962,5.5576,5.5696,9.0967,8.745,5.55,5.5557,5.717,9.5826,5.5677,5.5662
1963,9.9251,9.3569,5.55,5.5597,5.55,9.376101,7.2713,5.5677,5.5624,8.9472
1964,5.5615,5.5654,5.579,5.5678,10.2476,5.5691,9.155,5.5626,8.4061,5.55
1965,5.5652,5.5737,9.3743,9.7005,6.1674,5.55,5.5663,9.3957,5.558,5.5792
1966,9.7196,9.052899,5.5739,5.5768,5.5562,9.4276,9.7352,5.6017,6.1441,9.968
1967,5.572,6.0462,5.55,5.55,16.2573,5.9402,5.55,5.55,9.0672,5.561
1968,5.5581,5.5667,9.416401,9.4392,5.6097,5.5713,5.5658,11.1157,5.5824,5.6512
1969,8.9673,10.466,5.5591,5.5563,8.929199,10.5628,9.8205,5.7683,5.55,9.313801
1970,5.558,6.3161,5.5624,5.5725,6.1941,5.55,5.5729,10.3838,9.331201,5.55
1971,5.991,9.6481,10.2019,9.8214,10.1471,5.55,5.5743,5.5647,5.55,5.5715
1972,9.5351,5.55,5.7593,5.55,5.5658,9.6081,9.1585,5.55,5.568,9.542601
1973,5.565,5.5837,6.3644,5.5557,5.55,5.5749,6.3305,10.8123,9.7377,5.8763
1974,5.8556,10.0373,10.6781,9.2361,9.8892,9.7706,5.5809,5.5865,5.5618,6.2395
1975,21.0265,5.5563,5.574,5.5673,5.5677,5.5684,9.9823,6.5352,7.026,9.2847
1976,5.5822,5.571,11.1412,5.7731,5.55,5.5647,6.3881,8.935901,7.9769,6.1341
1977,8.340899,9.8596,5.5623,16.3609,10.3628,8.9673,8.6449,5.55,5.5622,5.5627
1978,7.4868,5.55,5.5658,5.5873,6.4615,5.5578,5.5736,5.577,5.9742,10.0084
1979,10.4729,5.5868,9.7016,7.971099,9.3269,5.593,6.0991,9.3569,9.2478,5.5805
1980,5.5655,10.2158,5.5582,6.6221,5.55,8.4759,9.1172,5.5894,6.1213,10.1524
1981,10.0606,5.5772,10.3694,8.7026,5.5964,5.5641,5.5602,10.7816,10.0587,5.5691
1982,5.5642,6.0492,5.9042,5.5616,10.0003,5.5741,5.5768,5.55,5.5644,5.5795
1983,5.55,10.2869,5.574,5.5642,5.5597,9.197001,10.6231,5.591,5.5643,10.3088
1984,9.342099,6.6033,9.8564,8.411799,5.5576,5.5613,5.5702,10.156,10.2494,5.5589
1985,6.4381,10.5828,5.5724,5.5617,9.632401,5.5746,5.5756,5.5601,5.55,5.8512
1986,8.4792,5.7604,5.55,5.5563,5.55,9.616799,9.598,5.8326,6.587,9.57
1987,5.5691,5.5682,10.592,9.2036,5.5656,5.5593,5.5647,9.4242,9.661699,5.5565
1988,5.5637,10.1795,18.0121,5.5633,10.2368,5.8092,5.8655,5.55,6.0862,5.5675
1989,9.109799,5.57,5.5611,5.5641,5.5561,9.6407,9.159101,5.578,5.5668,9.4854
1990,5.5566,9.9854,8.2148,9.9951,5.5681,5.5597,6.3231,9.5009,10.0201,5.5724
1991,5.5601,5.9129,10.6629,5.55,9.710401,5.5763,7.013,5.55,6.2182,10.2
1992,8.109301,6.4469,5.8631,5.572,5.5626,8.8182,9.8393,5.5599,9.9012,5.55
1993,5.5582,10.2246,9.9009,9.3293,5.5692,5.5608,5.5699,7.9559,5.564,5.5803
1994,5.5721,5.5565,5.8645,5.5623,9.8606,5.5627,10.3146,5.5636,5.5603,16.9773
1995,8.9319,5.5673,6.342,5.55,5.5715,9.7968,5.5774,5.5658,9.929999,5.5756
1996,5.55,9.3543,10.5458,9.7394,10.1257,5.5894,5.5625,9.0773,5.56,7.9275
1997,5.5652,5.5597,6.3383,6.0966,5.5601,5.55,22.1147,5.8655,6.326,5.5643
1998,8.5534,5.5619,5.6088,5.5629,5.5996,10.5165,5.55,5.5657,8.8684,5.5578
1999,5.5647,10.1828,9.935,10.2833,10.2323,5.8471,9.911599,16.1847,5.9292,9.283601
2000,5.55,5.5638,5.5673,5.5618,6.0626,5.5633,8.39,5.6101,6.7032,5.55
2001,5.5573,9.812,10.7441,5.5673,5.6824,9.6797,10.5451,8.344501,9.4123,5.5713
2002,8.0918,5.5561,5.5603,10.097,10.0277,5.5685,5.5953,5.5686,6.7311,9.600101
2003,5.6125,5.55,5.5634,5.568,5.5651,10.2772,9.2835,10.2744,9.2806,5.5639
2004,5.55,9.988,10.0802,10.338,6.436,5.5701,6.365,5.55,5.5556,5.5935
2005,8.878099,6.5029,6.0515,6.0049,9.8914,5.7307,9.8315,6.3473,6.2581,8.3999
2006,5.5601,7.5021,6.3942,5.8455,5.5772,9.5954,5.5734,9.5079,9.468,5.55
2007,5.5767,9.6735,10.0478,10.6111,10.3029,5.5657,5.5666,5.55,6.2007,5.5636
2008,9.2349,5.5566,5.55,5.55,5.564,5.5644,8.9271,5.5823,6.5404,10.3621
2009,5.5596,10.4942,10.6033,5.5754,5.5633,9.4825,6.6246,9.795401,9.429199,5.5665
2010,5.5771,5.9852,5.8304,9.6448,9.634199,5.5655,6.7196,5.5572,5.5653,5.5634
2011,9.1321,5.5607,6.5194,5.5645,5.5589,5.55,9.196899,6.2265,9.5505,8.594
2012,5.5632,9.948999,9.2536,9.9748,6.494,9.432099,6.3104,9.5258,5.5665,5.55
2013,5.5601,5.5581,5.5588,5.5611,9.5759,5.5635,5.5667,18.5312,5.55,5.5727
2014,8.2233,5.6531,5.55,5.5584,6.3829,5.5618,10.1965,5.5732,9.753201,9.8361
2015,5.55,10.1626,10.4411,9.0863,5.5729,8.6889,5.5835,8.104501,5.5637,5.5708
2016,5.5717,5.5633,6.4187,5.9107,10.462,5.568,11.1969,10.6931,5.5613,9.4707
2017,10.1259,5.583,9.8046,5.5839,5.5797,18.2599,6.0191,6.6739,8.9583,6.1748
2018,5.5585,9.187201,5.5638,10.1207,10.1727,5.5803,5.6573,9.1935,5.5611,5.5794
2019,9.5977,5.55,5.5685,5.7068,5.5601,8.4095,11.4889,6.0575,5.5602,9.9049
2020,5.567,5.55,9.9213,6.2082,5.8826,5.5589,6.6485,5.7198,9.9255,5.55
2021,5.55,9.342401,5.5701,10.0575,9.5422,5.5649,8.6498,10.3692,5.55,5.577
2022,9.9534,5.579,5.5602,5.55,5.5649,8.8054,5.55,5.5781,5.5745,9.5166
2023,5.55,9.783401,9.5231,6.6605,5.5623,6.1704,6.321,9.734,9.5661,5.5694
2024,5.8497,5.5581,5.5712,9.2994,9.3534,6.1418,9.2639,5.5638,5.5671,5.5645
2025,9.6592,5.5695,5.5578,5.5706,5.571,8.992,5.5947,5.55,5.5794,9.385401
2026,5.9517,9.9388,10.8571,9.4562,5.5594,5.8252,5.55,9.8932,8.8946,5.5577
2027,6.4667,5.5634,7.028,5.5632,10.0367,6.253,8.870701,5.5581,5.5695,5.5675
2028,9.601299,5.55,10.0917,5.5616,7.3141,11.083,5.576,5.6385,5.57,9.0611
2029,5.55,8.77,5.55,9.634399,8.4542,5.6041,5.9259,9.634,9.4246,5.562
2030,5.55,5.5641,5.5812,5.9564,5.55,9.5631,8.904599,5.5677,5.55,5.5776
2031,8.655601,5.55,9.9405,5.5594,6.052,5.5572,5.5757,5.5607,5.5666,8.7217
2032,5.5675,10.057,5.567,9.702,10.705,5.565,5.5655,9.187599,9.1113,5.5675
2033,5.5567,5.55,5.5566,5.5635,5.5569,9.5689,9.0979,5.55,6.2357,5.55
2034,9.743,6.4057,9.3621,5.5798,5.5639,5.8144,6.1364,5.5752,5.5655,9.0742
2035,5.8622,8.8011,6.196,9.2316,9.8956,5.5753,6.4013,9.3748,10.0888,5.5575
2036,10.102,5.9813,6.7272,6.199,5.55,10.0518,9.9827,5.5644,6.3315,5.55
2037,6.1937,5.5668,9.5442,5.5627,6.5004,5.5578,6.2972,5.5667,9.942901,10.4019
2038,5.5695,10.0737,5.55,9.952001,9.812,5.55,9.3313,9.546499,5.566,6.0843
2039,9.7495,6.7206,10.4438,5.94,8.3408,10.2286,5.576,6.2255,5.55,5.5711
2040,5.5644,8.2607,6.2051,10.4779,8.4267,5.9482,5.5755,6.0108,9.4926,16.326
2041,5.7534,5.5682,5.5692,5.55,5.55,5.5706,9.2273,16.4473,5.566,5.566
2042,10.0755,5.55,10.5555,5.5724,5.5903,9.9662,6.2248,5.578,5.5593,8.8339
2043,6.1032,10.9345,5.5769,9.5575,9.7537,5.5733,5.5672,8.644799,9.8929,5.5757
2044,5.6442,17.5276,9.908899,5.5579,5.5698,9.2908,9.8653,5.5586,5.55,10.7633
2045,10.1097,5.5771,5.6672,5.5559,5.55,5.5628,5.581,10.0792,5.5696,5.8119
2046,5.5559,8.6294,6.3642,10,9.515301,5.55,5.55,5.573,9.8463,5.55
2047,9.6603,11.1148,10.5366,5.5616,5.5572,9.3168,9.2311,5.5629,5.5742,11.544
2048,5.563,5.55,5.5593,5.5846,5.5893,5.5666,5.8474,10.6868,9.8278,5.5556
2049,5.55,5.5895,5.5627,8.8491,10.02,5.5865,6.8817,6.3321,5.565,10.1512
2050,9.964499,9.389,9.6679,5.6321,6.3747,9.0479,8.9419,6.9546,5.558,5.5669
2051,5.5692,5.5621,5.5556,6.4111,10.2312,5.5702,5.5796,11.1423,9.5518,5.5642
2052,5.5816,10.85,5.5598,9.307,5.559,5.5572,10.4244,6.4532,6.1476,9.6899
2053,8.7887,5.5654,17.0676,5.5629,5.5644,10.0795,6.0189,10.1355,5.576,5.5641
2054,5.5642,5.5576,5.5903,5.5688,9.8709,5.5581,5.5801,6.0304,10.0062,5.92
2055,5.55,10.2098,17.3209,9.2052,6.1403,5.5771,11.1268,9.7178,5.5668,8.7631
2056,10.1958,5.55,5.5817,5.5685,18.7223,8.9107,5.5575,5.5621,5.5597,5.8844
2057,5.55,6.2787,8.25,9.8333,5.5712,5.5649,6.661,6.3313,9.0243,5.5695
2058,5.569,9.9525,5.5699,5.5579,8.2802,5.5787,8.975699,8.8175,5.55,10.2136
2059,9.686,6.0365,10.0575,5.5628,5.56,8.840501,5.5827,6.1485,5.5786,5.55
2060,6.1037,16.5934,5.6524,9.3379,5.5642,5.5597,10.0388,6.7292,9.552899,5.5729
2061,5.5733,5.5806,5.5747,5.5634,10.5608,5.5687,5.578,9.660701,6.1375,10.0082
2062,10.6306,16.836,9.8503,5.576,5.5596,8.2296,6.3939,5.5684,6.2843,5.5743
2063,5.5675,5.5892,5.5753,9.2949,5.5631,5.5597,8.2457,5.5609,9.561999,10.0905
2064,10.1632,8.9022,9.9531,5.5575,9.9211,5.55,5.55,10.0799,5.5643,6.0207
2065,5.5669,5.5586,5.5606,6.3043,6.4614,9.3077,5.5768,5.5666,10.9856,5.5819
2066,5.571,5.5663,5.5691,8.244801,9.7873,5.9319,9.3718,10.2191,6.2214,9.931
2067,9.2161,9.7431,10.1247,5.5615,5.55,5.5662,5.5775,5.5647,5.7825,5.5692
2068,5.5691,5.5896,5.5655,5.5827,5.5598,10.0945,5.7586,5.9436,9.6813,5.5672
2069,5.5583,11.1591,5.5613,8.9136,10.7183,5.8682,10.4585,9.7874,5.5623,8.812201
2070,8.8799,5.5619,10.3604,5.5632,6.1735,5.9163,5.5653,5.55,5.5816,6.3657
2071,5.9042,5.559,6.2384,5.5655,18.6702,10.0229,6.148,6.4875,9.7901,5.5711
2072,5.57,9.8175,5.7622,9.7355,5.5708,5.7571,9.1916,10.0177,5.5627,9.9973
2073,11.0714,5.55,11.0578,5.55,8.1377,11.285,5.5637,5.55,9.8729,6.7726
2074,5.5665,6.32,5.566,6.5437,5.5643,5.5641,5.5781,5.5645,5.5644,9.1862
2075,9.1271,10.7362,10.1378,9.409699,5.5773,5.565,9.9398,10.8823,18.0916,5.5626
2076,5.5622,5.9473,5.5566,5.5692,9.0129,9.637,5.5742,5.5578,5.5686,5.5654
2077,5.5843,11.1322,5.5692,6.2652,5.5601,5.5573,10.757,9.709499,5.565,8.4591
2078,8.6608,5.55,10.2319,8.4747,5.5595,5.5635,5.6059,6.0871,9.2996,5.5636
2079,5.5627,6.8056,5.55,5.8621,9.1734,9.8052,5.5768,5.5735,5.55,5.5974
2080,5.5829,9.788099,5.575,5.5796,6.3883,5.5646,16.9503,10.2012,5.5803,9.199
2081,9.7906,5.5567,9.6074,16.3937,5.5573,5.5835,5.5885,5.5667,9.7017,5.9135
2082,5.55,6.0476,6.2585,5.5966,16.9805,9.0639,9.164,5.5705,6.7261,5.5888
2083,5.5748,9.1917,9.775101,9.010099,5.6389,5.5748,5.5815,9.2999,9.7075,9.6011
2084,10.0128,5.5726,5.872,6.4012,10.8344,5.5918,10.5815,5.5645,5.55,5.5607
2085,5.5593,10.5443,6.7215,9.3235,5.569,9.191401,5.5756,5.55,5.5781,5.8149
2086,5.565,5.5568,9.882501,6.2171,9.6956,6.3284,6.2778,9.521399,9.2003,9.2796
2087,8.3054,5.8388,5.5652,5.5737,6.2522,8.8671,9.1304,6.6684,5.567,5.5622
2088,5.5611,10.3366,5.5626,9.8123,5.6508,5.5605,5.561,10.2594,5.5591,5.5597
2089,5.5558,5.55,9.895901,5.5607,10.0807,5.5672,5.565,5.5834,10.0018,9.5791
2090,10.0559,5.8762,5.5673,5.5779,5.5598,9.8544,9.8939,5.55,5.5624,6.005
2091,5.55,9.591201,5.796,8.7925,5.5673,5.6851,5.5758,16.9024,5.559,5.58
2092,5.5715,5.5638,9.706,5.5636,9.1438,6.2855,5.5597,5.5872,9.0913,9.3785
2093,9.211599,5.5734,6.5846,5.8979,5.5695,10.057,9.7345,11.0997,5.55,5.5635
2094,5.5582,9.4159,10.1668,9.3323,9.3358,5.55,6.0385,5.55,5.5741,5.5609
2095,5.5599,5.5805,5.5572,5.5562,5.5695,5.582,6.4844,10.6558,9.9101,10.4941
2096,10.0665,10.4954,5.5721,5.5663,5.55,9.7291,10.6684,5.5655,5.5682,5.55
2097,5.55,6.0066,9.7808,9.7431,10.1645,5.561,5.57,6.136,5.5592,9.9144
2098,5.7025,7.2811,5.5559,5.5747,6.0195,5.5626,9.9503,9.3892,9.1533,5.55
2099,8.972301,8.9501,5.5576,9.7455,5.8345,8.887199,6.1395,5.5571,6.22,5.5612
2100,5.5682,5.5657,10.045,5.5622,10.155,5.568,6.9517,6.0941,5.5587,9.4852
2101,5.55,5.5579,5.5584,5.5914,5.5607,5.5684,10.3924,9.9121,10.0652,5.5645
2102,9.402699,9.837,5.556,9.7831,5.5745,9.1358,5.566,6.4541,6.0603,5.808
2103,5.9277,6.2209,8.603399,5.559,9.8792,5.7706,10.5242,10.3972,10.4272,10.2981
2104,5.5692,5.55,5.5602,5.5607,5.5671,5.8856,5.657,5.55,5.55,5.55
2105,9.7163,11.0608,5.5675,9.7733,5.5682,9.809199,5.8973,5.5675,5.7616,5.8678
2106,5.6071,5.6831,10.1924,6.5757,9.0324,6.6127,10.2377,10.1691,9.2513,9.386001
2107,9.821799,10.2291,5.5585,6.0127,5.55,9.498099,6.0339,5.55,5.5644,6.0483
2108,5.5716,6.7001,10.2744,10.2314,5.576,5.55,5.5746,5.5675,5.5688,6.4679
2109,5.5604,5.5684,5.5634,6.2095,9.495399,5.5694,10.7117,10.6243,9.4075,10.1285
2110,9.7163,10.7062,5.55,9.393701,5.5769,9.436,5.571,6.5115,5.5639,5.5595
2111,5.5659,5.9431,10.3157,5.8763,9.959001,5.5683,10.3863,10.0833,5.5947,17.0055
2112,5.55,10.5238,5.5603,5.8151,5.5612,5.5652,5.5638,5.5606,10.0499,5.5883
2113,9.1129,5.5623,5.55,10.3392,5.5616,8.719,5.5653,5.5661,5.5672,11.1119
2114,5.564,5.5701,10.3469,5.5642,9.6343,5.565,10.7643,8.5892,9.5812,6.3414
2115,5.5645,10.2422,5.5665,5.5814,5.5644,5.55,5.5763,5.5598,5.9076,9.823501
2116,16.6879,5.5657,5.55,9.7671,5.5673,8.8119,5.5569,5.5736,5.5771,5.5578
2117,5.5797,5.5602,9.3973,5.5583,9.0948,5.5632,16.9477,9.976,9.4354,5.5662
2118,9.424,9.7308,5.5606,18.3825,5.5571,5.5665,5.5714,5.7863,5.55,10.3101
2119,5.5695,5.5697,5.5691,5.5651,5.5739,9.1973,11.4716,5.7631,5.6002,5.5594
2120,9.994201,5.55,16.4514,8.5549,9.609401,5.9515,7.0763,16.9336,9.2185,5.9071
2121,5.5625,9.7847,5.5748,5.55,18.3224,5.5741,8.8068,5.5857,5.5629,9.609401
2122,5.5721,7.2714,8.120999,5.5677,5.5894,10.0687,6.2725,8.125299,5.5584,6.3832
2123,9.8296,10.4113,5.5717,10.3733,9.3539,5.5629,10.3171,5.568,16.6094,9.1859
2124,5.7933,5.9676,10.3104,5.5568,10.3496,5.5656,5.5652,9.8571,5.6246,5.5679
2125,5.5661,5.5876,5.5638,5.5637,5.57,9.670799,7.0131,6.1029,10.5227,5.55
2126,9.875,17.1409,5.7862,10.1306,10.4984,5.5717,9.7353,5.5641,6.3612,9.7205
2127,5.562,5.5933,9.341499,5.5588,5.5563,9.9409,5.5682,10.4321,9.183101,5.5674
2128,5.5612,8.16,5.5575,5.5714,5.9769,5.5629,5.5781,5.5584,5.5668,5.55
2129,17.173,6.4132,5.5664,9.2091,9.786901,5.5655,22.6251,5.5642,5.5688,9.4943
2130,5.5953,9.5673,9.102201,6.4903,5.5855,8.2191,5.5676,9.6873,8.9022,5.5676
2131,10.6833,6.0219,6.0757,9.1244,6.0223,5.5579,9.8987,5.5653,5.5668,5.5563
2132,6.3582,5.5786,5.568,5.5634,9.3182,5.5672,8.9003,5.5621,5.5839,21.186
2133,8.457601,10.3059,10.1425,5.721,5.5572,8.2613,10.353,9.0639,9.0865,5.5623
2134,5.5686,5.55,5.5649,9.522,5.7289,5.5682,5.5697,5.55,5.558,7.8788
2135,5.5642,5.576,5.5629,5.6617,9.5578,5.55,10.5734,5.5733,5.5795,7.5622
2136,8.5556,9.927401,10.2661,5.5692,5.8996,5.7557,5.5572,9.5202,9.439401,11.6676
2137,5.5644,5.567,5.5599,10.6393,10.5822,16.1156,10.4847,5.9487,5.5588,5.5623
2138,5.5608,5.55,10.4545,5.5582,5.563,5.5612,5.6583,5.55,5.5706,10.1548
2139,8.705999,9.4472,6.0709,5.9722,5.5626,16.5815,5.6435,10.4973,9.3422,5.9655
2140,5.5568,6.5417,6.6113,9.791101,9.1789,5.602,10.126,6.4183,5.5626,5.5874
2141,5.5592,9.6481,9.3262,5.5869,5.55,8.3283,5.5967,10.2307,5.5598,10.1261
2142,8.624,5.5629,5.568,5.5606,5.5719,5.5674,9.627001,5.55,9.6138,5.5575
2143,5.5667,5.5606,5.5608,10.0915,9.413501,9.6183,5.5632,5.5902,5.5716,5.5644
2144,6.0906,10.1469,9.926101,6.0919,5.55,5.55,5.8842,10.3945,5.7629,8.972501
2145,8.3677,5.8905,5.5654,9.7522,5.5867,5.5695,9.2223,18.5745,9.8689,5.5607
